game_id,names,min_players,max_players,avg_time,year,avg_rating,geek_rating,num_votes,age,mechanic,owned,category,designer,publisher,weight,expands,Category_1,Category_2,Category_3,Category_4,Mechanic_1,Mechanic_2,Mechanic_3,Mechanic_4,Mechanic_5
137397,Via Appia,2,4,45.0,2013,6.64169,5.96655,995.0,8,"Flicking, Push Your Luck, Tile Placement",1497,"Action / Dexterity, Ancient",Michael Feldkötter,Queen Games,1.9434,Nothing,Action / Dexterity,Ancient,,,Flicking,Push Your Luck,Tile Placement,,
137408,Amerigo,2,4,90.0,2013,7.47172,7.04562,5216.0,10,"Action Points, Cube Tower, Grid Movement, Modular Board, Tile Placement",6878,"Nautical, Renaissance",Stefan Feld,Queen Games,3.0032,Nothing,Nautical,Renaissance,,,Action Points,Cube Tower,Grid Movement,Modular Board,Tile Placement
137423,Pixel Tactics 2,2,2,45.0,2013,7.13083,6.15917,1014.0,12,"Hand Management, Variable Player Powers",3283,"Card Game, Fantasy, Fighting, Video Game Theme","D. Brad Talton, Jr.",Delight,2.5882,Nothing,Card Game,Fantasy,Fighting,Video Game Theme,Hand Management,Variable Player Powers,,,
137649,Level 7 [Omega Protocol],2,6,90.0,2013,7.48926,6.61365,1878.0,14,"Action Points, Dice Rolling, Grid Movement, Modular Board, Player Elimination, Scenario / Mission / Campaign Game, Team-Based Game, Variable Player Powers",3675,"Fighting, Horror, Miniatures, Science Fiction",Will Schoonover,Privateer Press,3.0769,Nothing,Fighting,Horror,Miniatures,Science Fiction,Action Points,Dice Rolling,Grid Movement,Modular Board,Player Elimination
137776,Praetor,2,5,75.0,2014,6.62061,6.00572,1249.0,12,"Drafting, Market, Modular Board, Tile Placement, Turn Order: Stat-Based, Variable Player Powers, Worker Placement, Worker Placement with Dice Workers, Worker Placement, Different Worker Types",2376,"Ancient, City Building, Economic",Andrei Novac,NSKN Games,2.9868,Nothing,Ancient,City Building,Economic,,Drafting,Market,Modular Board,Tile Placement,Turn Order: Stat-Based
137909,Bugs in the Kitchen,2,4,20.0,2013,6.21767,5.87159,1596.0,6,Roll / Spin and Move,2907,"Action / Dexterity, Animals, Children's Game, Electronic",Peter-Paul Joopen,Ravensburger Spieleverlag GmbH,1.0444,Nothing,Action / Dexterity,Animals,Children's Game,Electronic,Roll / Spin and Move,,,,
137988,Zombicide Season 2: Prison Outbreak,1,6,60.0,2013,7.40716,6.83031,4029.0,13,"Action Points, Cooperative Game, Dice Rolling, Hand Management, Modular Board, Variable Player Powers",9842,"Horror, Miniatures, Zombies","Raphaël Guiton, Jean-Baptiste Lullien, Nicolas Raoult",Asmodee,2.697,Nothing,Horror,Miniatures,Zombies,,Action Points,Cooperative Game,Dice Rolling,Hand Management,Modular Board
138161,Firefly: The Game,1,4,240.0,2013,7.39178,7.06142,9905.0,13,"Area Movement, Card Drafting, Dice Rolling, Pick-up and Deliver, Take That, Trading, Variable Player Powers",18042,"Adventure, Movies / TV / Radio theme, Science Fiction, Space Exploration, Travel","Aaron Dill, John Kovaleski, Sean Sweigart","Gale Force Nine, LLC",2.9507,Nothing,Adventure,Movies / TV / Radio theme,Science Fiction,Space Exploration,Area Movement,Card Drafting,Dice Rolling,Pick-up and Deliver,Take That
138233,Ascension: Rise of Vigil,2,4,30.0,2013,7.20236,6.37056,1558.0,13,"Card Drafting, Deck, Bag, and Pool Building, Hand Management",3012,"Card Game, Fantasy",Justin Gary,Asmodee,2.2794,Nothing,Card Game,Fantasy,,,Card Drafting,Deck,Bag,and Pool Building,Hand Management
138317,Trains and Stations,3,5,45.0,2013,5.82441,5.61818,832.0,14,"Dice Rolling, Network and Route Building",1745,Trains,Eric M. Lang,WizKids,1.8214,Nothing,Trains,,,,Dice Rolling,Network and Route Building,,,
138431,Galaxy Defenders,1,5,120.0,2014,7.47654,6.45289,1483.0,12,"Cooperative Game, Dice Rolling, Grid Movement, Modular Board, Solo / Solitaire Game, Variable Player Powers",3178,"Fighting, Miniatures, Science Fiction","Simone Romano, Nunzio Surace",Gremlin Project,3.213,Nothing,Fighting,Miniatures,Science Fiction,,Cooperative Game,Dice Rolling,Grid Movement,Modular Board,Solo / Solitaire Game
138649,DC Comics Dice Masters: Justice League,2,2,60.0,2015,7.38902,6.39815,1315.0,14,"Deck, Bag, and Pool Building, Dice Rolling",3141,"Collectible Components, Comic Book / Strip, Dice","Mike Elliott, Eric M. Lang",WizKids,2.2188,Nothing,Collectible Components,Comic Book / Strip,Dice,,Deck,Bag,and Pool Building,Dice Rolling,
138788,Dungeon Roll,1,4,15.0,2013,6.13344,5.98675,7197.0,8,"Dice Rolling, Hand Management, Push Your Luck, Variable Player Powers",13994,"Dice, Fantasy, Fighting",Chris Darden,Tasty Minstrel Games,1.3385,Nothing,Dice,Fantasy,Fighting,,Dice Rolling,Hand Management,Push Your Luck,Variable Player Powers,
139030,Mascarade,2,13,30.0,2013,6.63503,6.44334,8668.0,10,"Memory, Variable Player Powers",13342,"Bluffing, Card Game, Medieval, Party Game",Bruno Faidutti,Repos Production,1.5223,Nothing,Bluffing,Card Game,Medieval,Party Game,Memory,Variable Player Powers,,,
139033,Archon: Glory & Machination,2,4,120.0,2013,6.99953,6.0547,824.0,12,"Action Queue, Deck, Bag, and Pool Building, Hand Management, Secret Unit Deployment, Worker Placement",1508,"City Building, Economic, Medieval","Nikolas Sakaloglou, Sotirios Tsantilas",Artipia Games,3.1053,Nothing,City Building,Economic,Medieval,,Action Queue,Deck,Bag,and Pool Building,Hand Management
139245,Dilluvia Project,2,4,120.0,2015,7.26876,5.97592,516.0,12,"Tile Placement, Worker Placement",760,"City Building, Science Fiction, Territory Building",Alexandre Garcia,Spielworxx,3.7,Nothing,City Building,Science Fiction,Territory Building,,Tile Placement,Worker Placement,,,
139326,UGO!,2,4,40.0,2013,6.60089,5.84706,652.0,10,"Hand Management, Trick-taking",956,"Card Game, Farming","Ronald Hoekstra, Thomas Jansen, Patrick Zuidhof",IELLO,1.6279,Nothing,Card Game,Farming,,,Hand Management,Trick-taking,,,
139443,Superfight,3,10,30.0,2013,5.96096,5.67975,1907.0,5,Voting,4897,"Card Game, Comic Book / Strip, Fighting, Humor, Party Game",Jack Dire,(Self-Published),1.2381,Nothing,Card Game,Comic Book / Strip,Fighting,Humor,Voting,,,,
139562,Rockwell,2,4,90.0,2013,7.14163,5.96462,559.0,14,"Area Majority / Influence, Area Movement, Modular Board, Worker Placement",1057,"Economic, Exploration, Industry / Manufacturing, Number",Bruno Crépeault,Sit Down!,3.2045,Nothing,Economic,Exploration,Industry / Manufacturing,Number,Area Majority / Influence,Area Movement,Modular Board,Worker Placement,
139771,Star Trek: Attack Wing,2,99,60.0,2013,7.51996,6.3642,1767.0,14,"Action Queue, Dice Rolling, Simultaneous Action Selection, Variable Player Powers",3257,"Aviation / Flight, Miniatures, Movies / TV / Radio theme, Science Fiction, Wargame","Christopher Guild, Andrew Parks",WizKids,2.6923,Nothing,Aviation / Flight,Miniatures,Movies / TV / Radio theme,Science Fiction,Action Queue,Dice Rolling,Simultaneous Action Selection,Variable Player Powers,
139897,Belle of the Ball,2,5,45.0,2014,6.05995,5.66578,575.0,13,"Card Drafting, Hand Management, Push Your Luck, Set Collection, Take That, Variable Player Powers",1326,"Card Game, Humor",Daniel Solis,Dice Hate Me Studio,1.4839,Nothing,Card Game,Humor,,,Card Drafting,Hand Management,Push Your Luck,Set Collection,Take That
139898,Brew Crafters,2,5,90.0,2013,7.48674,6.78015,2616.0,12,Worker Placement,4285,"Economic, Industry / Manufacturing",Ben Rosset,Dice Hate Me Studio,3.5789,Nothing,Economic,Industry / Manufacturing,,,Worker Placement,,,,
139899,VivaJava: The Coffee Game: The Dice Game,1,4,40.0,2014,6.68361,6.15851,1768.0,10,"Dice Rolling, Modular Board, Paper-and-Pencil, Push Your Luck, Set Collection",3309,Dice,"T. C. Petty, III",Dice Hate Me Studio,1.7662,Nothing,Dice,,,,Dice Rolling,Modular Board,Paper-and-Pencil,Push Your Luck,Set Collection
139952,Clockwork Wars,2,4,90.0,2015,7.63094,6.08805,566.0,13,"Area Majority / Influence, Modular Board, Secret Unit Deployment, Simultaneous Action Selection, Variable Player Powers, Worker Placement",1104,"Civilization, Fantasy, Territory Building, Wargame",Hassan Lopez,Eagle-Gryphon Games,3.0938,Nothing,Civilization,Fantasy,Territory Building,Wargame,Area Majority / Influence,Modular Board,Secret Unit Deployment,Simultaneous Action Selection,Variable Player Powers
139976,Cthulhu Wars,2,4,120.0,2015,7.93396,7.1929,4177.0,14,"Action Points, Area Majority / Influence, Area Movement, Dice Rolling, Variable Player Powers",5367,"Fantasy, Fighting, Horror, Miniatures","Sandy Petersen, Lincoln Petersen",Petersen Games,3.1256,Nothing,Fantasy,Fighting,Horror,Miniatures,Action Points,Area Majority / Influence,Area Movement,Dice Rolling,Variable Player Powers
139991,Fresco: Big Box,2,4,60.0,2014,7.73904,6.59741,1403.0,10,"Action Queue, Set Collection, Simultaneous Action Selection, Worker Placement",4039,Renaissance,"Wolfgang Panning, Marco Ruskowski, Marcel Süßelbeck",Queen Games,2.7955,Nothing,Renaissance,,,,Action Queue,Set Collection,Simultaneous Action Selection,Worker Placement,
139992,Kaosball: The Fantasy Sport of Total Domination,2,4,60.0,2014,6.72152,5.89476,708.0,14,"Area Majority / Influence, Auction/Bidding, Hand Management, Team-Based Game, Variable Player Powers",1898,"Miniatures, Sports",Eric M. Lang,Cool Mini Or Not,2.5294,Nothing,Miniatures,Sports,,,Area Majority / Influence,Auction/Bidding,Hand Management,Team-Based Game,Variable Player Powers
139993,Kingdom Builder: Big Box,2,5,45.0,2014,7.62512,6.34206,935.0,8,"Area Majority / Influence, Enclosure, Grid Movement, Modular Board, Network and Route Building",2563,"Medieval, Territory Building",Donald X. Vaccarino,Queen Games,2.3529,Nothing,Medieval,Territory Building,,,Area Majority / Influence,Enclosure,Grid Movement,Modular Board,Network and Route Building
140068,Galaxy Trucker: Anniversary Edition,2,5,120.0,2012,8.19821,7.26045,2692.0,10,"Dice Rolling, Memory, Tile Placement",4797,"Real-time, Science Fiction, Space Exploration, Transportation",Vlaada Chvátil,Czech Games Edition,2.8092,Nothing,Real-time,Science Fiction,Space Exploration,Transportation,Dice Rolling,Memory,Tile Placement,,
140343,Carnival Zombie,1,6,120.0,2013,7.182,6.0654,737.0,12,"Action Points, Action Queue, Area Movement, Cooperative Game, Point to Point Movement, Variable Player Powers",1062,"Action / Dexterity, Horror, Renaissance, Zombies",Matteo Santus,Albe Pavo,3.3091,Nothing,Action / Dexterity,Horror,Renaissance,Zombies,Action Points,Action Queue,Area Movement,Cooperative Game,Point to Point Movement
140457,Ultimate Werewolf: Inquisition,3,12,60.0,2013,6.57882,5.891,849.0,8,"Player Elimination, Role Playing, Team-Based Game, Traitor Game, Variable Player Powers, Voting",1714,"Deduction, Horror, Murder/Mystery",Legend Dan Hoffman,Arclight,1.6744,Nothing,Deduction,Horror,Murder/Mystery,,Player Elimination,Role Playing,Team-Based Game,Traitor Game,Variable Player Powers
140519,Myth,2,5,120.0,2014,6.6722,6.00219,1593.0,12,"Cooperative Game, Dice Rolling, Grid Movement, Hand Management, Variable Phase Order, Variable Player Powers",3681,"Adventure, Fantasy, Miniatures","Brian Shotton, Kenny Sims",MegaCon Games,3.8406,Nothing,Adventure,Fantasy,Miniatures,,Cooperative Game,Dice Rolling,Grid Movement,Hand Management,Variable Phase Order
140535,Koryŏ,2,4,20.0,2013,6.70807,6.11565,1578.0,13,"Set Collection, Simultaneous Action Selection",2399,Card Game,Gary Kim,Moonster Games,1.869,Nothing,Card Game,,,,Set Collection,Simultaneous Action Selection,,,
140603,Francis Drake,3,5,120.0,2013,7.44124,6.95056,4274.0,14,"Dice Rolling, Push Your Luck, Secret Unit Deployment, Set Collection, Time Track, Worker Placement",5683,"Bluffing, Exploration, Nautical, Pirates, Renaissance",Peter Hawes,Kayal Games,2.9301,Nothing,Bluffing,Exploration,Nautical,Pirates,Dice Rolling,Push Your Luck,Secret Unit Deployment,Set Collection,Time Track
140620,Lewis & Clark,1,5,120.0,2013,7.50499,7.27836,11867.0,14,"Action Retrieval, Card Drafting, Hand Management, Point to Point Movement, Worker Placement",13927,"American West, Racing",Cédrick Chaboussit,Ludonaute,3.3465,Nothing,American West,Racing,,,Action Retrieval,Card Drafting,Hand Management,Point to Point Movement,Worker Placement
140711,Carcassonne Big Box 4,2,6,100.0,2012,7.81072,6.43108,1088.0,8,"Area Majority / Influence, Tile Placement",2538,"City Building, Medieval, Territory Building",Klaus-Jürgen Wrede,999 Games,2.0678,Nothing,City Building,Medieval,Territory Building,,Area Majority / Influence,Tile Placement,,,
140717,Progress: Evolution of Technology,1,5,90.0,2014,6.56178,6.07387,1727.0,12,"Action Points, Card Drafting, Hand Management",2737,"Card Game, Civilization","Agnieszka Kopera, Andrei Novac",NSKN Games,2.4216,Nothing,Card Game,Civilization,,,Action Points,Card Drafting,Hand Management,,
140795,Say Bye to the Villains,3,8,45.0,2012,6.35651,5.75728,622.0,14,"Cooperative Game, Hand Management",1440,Card Game,Seiji Kanai,Alderac Entertainment Group,2.1714,Nothing,Card Game,,,,Cooperative Game,Hand Management,,,
140796,Fluxx: The Board Game,2,4,30.0,2013,5.67047,5.54341,533.0,8,"Grid Movement, Hand Management, Modular Board, Set Collection",1493,Card Game,Andrew Looney,Looney Labs,1.8889,Nothing,Card Game,,,,Grid Movement,Hand Management,Modular Board,Set Collection,
140863,Council of Verona,2,5,20.0,2013,6.34763,5.96298,1779.0,13,"Auction/Bidding, Card Drafting, Hand Management",3027,"Bluffing, Card Game, Deduction, Novel-based, Renaissance",Michael Eskue,Crash Games,1.3846,Nothing,Bluffing,Card Game,Deduction,Novel-based,Auction/Bidding,Card Drafting,Hand Management,,
140865,Agent Hunter,2,2,15.0,2013,5.75152,5.58444,822.0,12,"Memory, Secret Unit Deployment",1721,"Bluffing, Card Game, Deduction, Memory, Spies/Secret Agents",Mike Elliott,Alderac Entertainment Group,1.1,Nothing,Bluffing,Card Game,Deduction,Memory,Memory,Secret Unit Deployment,,,
140933,Blueprints,2,4,30.0,2013,6.85687,6.57485,5826.0,14,"Dice Rolling, Pattern Building, Set Collection",7703,Dice,Yves Tourigny,Competo / Marektoy,1.6831,Nothing,Dice,,,,Dice Rolling,Pattern Building,Set Collection,,
140934,Arboretum,2,4,30.0,2015,7.41064,7.16331,10726.0,8,"Hand Management, Pattern Building, Set Collection, Tile Placement",18433,Card Game,Dan Cassar,Filosofia Éditions,2.1502,Nothing,Card Game,,,,Hand Management,Pattern Building,Set Collection,Tile Placement,
140951,Thunderstone: Starter Set,2,5,45.0,2013,6.93337,6.02337,847.0,12,"Card Drafting, Deck, Bag, and Pool Building, Hand Management",1989,"Card Game, Fantasy","Curt Crane, Mike Elliott, Jeff Quick",Alderac Entertainment Group,2.3125,Nothing,Card Game,Fantasy,,,Card Drafting,Deck,Bag,and Pool Building,Hand Management
140997,Romans Go Home!,1,4,15.0,2013,6.03686,5.6423,532.0,13,Action Queue,1089,"Ancient, Card Game",Eric B. Vogel,Lui-même,1.2609,Nothing,Ancient,Card Game,,,Action Queue,,,,
141007,Carcassonne Big Box 3,2,6,30.0,2010,7.90277,6.33365,792.0,8,"Area Majority / Influence, Tile Placement",1644,"City Building, Medieval",Klaus-Jürgen Wrede,Filosofia Éditions,2.0909,Nothing,City Building,Medieval,,,Area Majority / Influence,Tile Placement,,,
141090,Kohle & Kolonie,3,5,180.0,2013,7.47946,6.04502,524.0,12,Auction/Bidding,807,"Economic, Industry / Manufacturing","Lin Lutke-Glanemann, Thomas Spitzer",Queen Games,3.8545,Nothing,Economic,Industry / Manufacturing,,,Auction/Bidding,,,,
141423,Dead Men Tell No Tales,2,5,75.0,2015,7.15483,6.53786,2643.0,13,"Action Points, Cooperative Game, Dice Rolling, Grid Movement, Modular Board, Pick-up and Deliver, Variable Player Powers",5327,"Exploration, Fantasy, Fighting, Nautical, Pirates",Kane Klenko,Minion Games,2.5086,Nothing,Exploration,Fantasy,Fighting,Nautical,Action Points,Cooperative Game,Dice Rolling,Grid Movement,Modular Board
141430,Geek Out!,2,99,30.0,2013,5.74492,5.56935,801.0,10,"Auction/Bidding, Dice Rolling",1908,"Card Game, Party Game, Trivia","Dan Rowen, Elisa Teague",Playroom Entertainment,1.25,Nothing,Card Game,Party Game,Trivia,,Auction/Bidding,Dice Rolling,,,
141517,A Study in Emerald,2,5,90.0,2013,7.20011,6.65063,3015.0,13,"Area Majority / Influence, Card Drafting, Deck, Bag, and Pool Building, Hand Management, Point to Point Movement, Team-Based Game",3279,"Bluffing, Fantasy, Horror, Murder/Mystery, Novel-based, Political, Spies/Secret Agents, Zombies",Martin Wallace,Treefrog Games,3.4353,Nothing,Bluffing,Fantasy,Horror,Murder/Mystery,Area Majority / Influence,Card Drafting,Deck,Bag,and Pool Building
141572,Paperback,2,5,45.0,2014,7.21431,6.95544,8169.0,8,"Card Drafting, Cooperative Game, Deck, Bag, and Pool Building",12787,"Card Game, Print & Play, Word Game",Tim Fowers,Fowers Games,1.9825,Nothing,Card Game,Print & Play,Word Game,,Card Drafting,Cooperative Game,Deck,Bag,and Pool Building
141736,Sail to India,3,4,60.0,2013,6.75504,6.28714,2384.0,14,"Action Points, Area Movement, Set Collection, Worker Placement",4556,"Economic, Exploration, Nautical, Renaissance",Hisashi Hayashi,OKAZU Brand,2.2143,Nothing,Economic,Exploration,Nautical,Renaissance,Action Points,Area Movement,Set Collection,Worker Placement,
141791,Piñata,2,2,30.0,2013,6.83973,6.005,864.0,13,"Hand Management, Set Collection",1461,Card Game,Stephen Glenn,Rio Grande Games,1.5,Nothing,Card Game,,,,Hand Management,Set Collection,,,
141932,The Agents,2,5,40.0,2013,6.32909,5.892,1423.0,8,Hand Management,3049,"Card Game, Spies/Secret Agents",Saar Shai,(Self-Published),2.3678,Nothing,Card Game,Spies/Secret Agents,,,Hand Management,,,,
142039,Lost Legacy,2,6,30.0,2013,6.47001,5.91611,1083.0,10,"Hand Management, Memory, Player Elimination",1641,"Bluffing, Card Game, Deduction","Seiji Kanai, Hayato Kisaragi",One Draw,1.3333,Nothing,Bluffing,Card Game,Deduction,,Hand Management,Memory,Player Elimination,,
142057,Carcassonne Big Box,2,5,45.0,2006,7.57909,6.24976,856.0,8,"Area Majority / Influence, Tile Placement",2359,"City Building, Medieval",Klaus-Jürgen Wrede,Hans im Glück,2.3,Nothing,City Building,Medieval,,,Area Majority / Influence,Tile Placement,,,
142079,Space Cadets: Dice Duel,4,8,30.0,2013,6.82388,6.37902,2849.0,12,"Action Queue, Dice Rolling, Grid Movement, Team-Based Game",4734,"Dice, Fighting, Party Game, Real-time, Science Fiction, Space Exploration","Geoff Engelstein, Sydney Engelstein",Stronghold Games,2.08,Nothing,Dice,Fighting,Party Game,Real-time,Action Queue,Dice Rolling,Grid Movement,Team-Based Game,
142121,Guildhall: Job Faire,2,4,45.0,2013,7.16941,6.19381,993.0,10,"Hand Management, Set Collection, Take That",2013,"Card Game, Medieval",Hope S. Hwang,Alderac Entertainment Group,2.1818,Nothing,Card Game,Medieval,,,Hand Management,Set Collection,Take That,,
142131,Dominion Big Box (English),2,4,30.0,2010,7.93017,6.34817,823.0,12,"Card Drafting, Deck, Bag, and Pool Building, Hand Management",2282,"Card Game, Fantasy, Medieval",Donald X. Vaccarino,Rio Grande Games,2.7805,Nothing,Card Game,Fantasy,Medieval,,Card Drafting,Deck,Bag,and Pool Building,Hand Management
142197,The Phantom Society,2,4,20.0,2013,5.85655,5.60922,661.0,8,"Grid Movement, Secret Unit Deployment, Team-Based Game",1696,"Abstract Strategy, Deduction","Frédéric Colombier, Hervé Marly",Asterion Press,1.5143,Nothing,Abstract Strategy,Deduction,,,Grid Movement,Secret Unit Deployment,Team-Based Game,,
142239,Vye: The Card Game of Capture and Control,2,5,20.0,2013,6.76959,5.80423,510.0,8,"Area Majority / Influence, Hand Management",1040,"Abstract Strategy, Card Game","Vince D'Amelio, Joe Morrissey, Doug Woolsey","Sand Hat Games, LLC",1.625,Nothing,Abstract Strategy,Card Game,,,Area Majority / Influence,Hand Management,,,
142262,Draco Magi,2,2,30.0,2014,6.44602,5.77309,691.0,12,"Area Majority / Influence, Card Drafting, Deck, Bag, and Pool Building, Hand Management",2098,"Card Game, Fantasy","Robert Burke, Richard Launius",Dragonsmith,2.0588,Nothing,Card Game,Fantasy,,,Area Majority / Influence,Card Drafting,Deck,Bag,and Pool Building
142267,Bomb Squad,2,6,30.0,2013,6.54759,5.88611,802.0,10,"Action Queue, Communication Limits, Cooperative Game, Grid Movement, Hand Management, Memory, Modular Board, Variable Player Powers",1943,"Print & Play, Real-time","Dan Keltner, David Short",Tasty Minstrel Games,2.1579,Nothing,Print & Play,Real-time,,,Action Queue,Communication Limits,Cooperative Game,Grid Movement,Hand Management
142271,Anomia: Party Edition,3,6,30.0,2013,7.06119,6.02433,821.0,10,unknown,1842,"Card Game, Party Game, Word Game",Andrew Innes,Anomia Press,1.04,Nothing,Card Game,Party Game,Word Game,,unknown,,,,
142296,Funemployed,3,20,30.0,2013,6.79104,6.11871,1429.0,13,"Acting, Card Drafting, Player Judge, Role Playing, Storytelling",3161,"Card Game, Educational, Humor, Party Game, Word Game",Anthony Conta,IronWall Games,1.1892,Nothing,Card Game,Educational,Humor,Party Game,Acting,Card Drafting,Player Judge,Role Playing,Storytelling
142325,Kobayakawa,3,6,15.0,2013,6.34552,5.95907,1674.0,9,Betting and Bluffing,2673,"Card Game, Deduction, Number",Jun Sasaki,Oink Games,1.1875,Nothing,Card Game,Deduction,Number,,Betting and Bluffing,,,,
142326,Eight-Minute Empire: Legends,2,4,32.0,2013,6.99285,6.61124,4243.0,13,"Area Majority / Influence, Area Movement, Card Drafting, Modular Board, Set Collection, Variable Player Powers",7007,"Civilization, Exploration, Mythology, Territory Building",Ryan Laukat,Red Raven Games,1.9832,Nothing,Civilization,Exploration,Mythology,Territory Building,Area Majority / Influence,Area Movement,Card Drafting,Modular Board,Set Collection
142334,Sushi Dice,2,6,20.0,2014,5.82725,5.60762,716.0,7,"Dice Rolling, Push Your Luck, Set Collection",1231,"Action / Dexterity, Dice, Party Game, Real-time",Henri Kermarrec,Dude Games,1.0968,Nothing,Action / Dexterity,Dice,Party Game,Real-time,Dice Rolling,Push Your Luck,Set Collection,,
142379,Escape Plan,1,5,120.0,2019,7.69206,6.93424,2782.0,12,"Area Movement, Card Drafting, Enclosure, Hexagon Grid, Modular Board, Tile Placement",5376,"Adventure, Exploration, Mafia",Vital Lacerda,Eagle-Gryphon Games,3.7116,Nothing,Adventure,Exploration,Mafia,,Area Movement,Card Drafting,Enclosure,Hexagon Grid,Modular Board
142402,The Red Dragon Inn 4,2,4,60.0,2013,7.34272,6.04273,692.0,13,"Betting and Bluffing, Hand Management, Variable Player Powers",2384,"Card Game, Fantasy, Humor, Medieval, Party Game","Cliff Bohm, Jeff Morrow, Sam Waller",Hobby World,1.75,Nothing,Card Game,Fantasy,Humor,Medieval,Betting and Bluffing,Hand Management,Variable Player Powers,,
142432,Continental Express,2,4,20.0,2014,6.03519,5.6312,536.0,8,"Card Drafting, Set Collection",1116,"Card Game, Trains",Charles Chevallier,Asmodee,1.2432,Nothing,Card Game,Trains,,,Card Drafting,Set Collection,,,
142555,The Lord of the Rings: The Two Towers Deck-Building Game,2,5,45.0,2013,6.87545,5.85928,552.0,15,"Deck, Bag, and Pool Building",1395,"Card Game, Fantasy, Movies / TV / Radio theme, Novel-based",Matt Hyra,Cryptozoic Entertainment,2.1852,Nothing,Card Game,Fantasy,Movies / TV / Radio theme,Novel-based,Deck,Bag,and Pool Building,,
142687,oddball Äeronauts,2,2,20.0,2014,5.91521,5.60426,610.0,9,Hand Management,1515,"Card Game, Fantasy",Nigel Pyne,maverick muse,1.6,Nothing,Card Game,Fantasy,,,Hand Management,,,,
142830,Chaosmos,2,4,90.0,2015,6.95352,5.96477,742.0,12,"Action Points, Card Drafting, Dice Rolling, Hand Management, Memory, Modular Board, Point to Point Movement, Time Track, Trading, Variable Player Powers",1430,"Adventure, Bluffing, Deduction, Exploration, Fighting, Science Fiction",Joey Vigour,Mirror Box Games,2.6842,Nothing,Adventure,Bluffing,Deduction,Exploration,Action Points,Card Drafting,Dice Rolling,Hand Management,Memory
142852,DC Comics Deck-Building Game: Heroes Unite,2,5,45.0,2014,7.40676,6.45062,1587.0,15,"Deck, Bag, and Pool Building",3785,"Card Game, Comic Book / Strip",Erik V Larsen,Cryptozoic Entertainment,2.1,Nothing,Card Game,Comic Book / Strip,,,Deck,Bag,and Pool Building,,
142854,Infection: Humanity's Last Gasp,1,1,45.0,2013,7.33466,6.00583,549.0,13,"Action/Event, Dice Rolling, Solo / Solitaire Game",1052,"Medical, Puzzle",John Gibson,Victory Point Games,2.1111,Nothing,Medical,Puzzle,,,Action/Event,Dice Rolling,Solo / Solitaire Game,,
142961,Thunderstone Advance: Numenera,1,5,90.0,2013,7.30577,6.33352,1238.0,12,"Card Drafting, Deck, Bag, and Pool Building, Hand Management",2892,"Card Game, Fantasy, Science Fiction","Joe Babbitt, Will M. Baker, Edward Bolme, Curt Crane, Mike Elliott, Jeff Quick, Mark Wootton",Alderac Entertainment Group,2.7302,Nothing,Card Game,Fantasy,Science Fiction,,Card Drafting,Deck,Bag,and Pool Building,Hand Management
142992,Gravwell: Escape from the 9th Dimension,1,4,35.0,2013,6.92278,6.46839,3122.0,12,"Action Queue, Card Drafting, Simultaneous Action Selection, Solo / Solitaire Game",4358,"Card Game, Science Fiction",Corey Young,Cryptozoic Entertainment,1.7364,Nothing,Card Game,Science Fiction,,,Action Queue,Card Drafting,Simultaneous Action Selection,Solo / Solitaire Game,
143075,Luchador! Mexican Wrestling Dice,2,6,15.0,2013,6.45783,5.88626,1048.0,8,"Dice Rolling, Push Your Luck, Team-Based Game",1865,"Action / Dexterity, Dice, Sports",Mark Rivera,Backspindle Games Ltd.,1.2222,Nothing,Action / Dexterity,Dice,Sports,,Dice Rolling,Push Your Luck,Team-Based Game,,
143096,Camp Grizzly,1,6,60.0,2013,7.4012,5.97482,612.0,18,"Cooperative Game, Player Elimination",995,"Fighting, Horror, Humor, Mature / Adult",Jason Topolski,Ameritrash Games,2.0667,Nothing,Fighting,Horror,Humor,Mature / Adult,Cooperative Game,Player Elimination,,,
143147,Saboteur (compilation editions),2,12,30.0,2011,6.9123,6.15899,1387.0,8,"Hand Management, Hidden Roles, Map Addition, Network and Route Building, Take That, Team-Based Game",2872,"Bluffing, Card Game, Exploration, Fantasy",Fréderic Moyersoen,AMIGO,1.5167,Nothing,Bluffing,Card Game,Exploration,Fantasy,Hand Management,Hidden Roles,Map Addition,Network and Route Building,Take That
143157,SOS Titanic,1,5,30.0,2013,6.68963,6.07673,1342.0,8,"Cooperative Game, Solo / Solitaire Game, Variable Player Powers",2037,Card Game,"Bruno Cathala, Ludovic Maublanc",Heidelberger Spieleverlag,1.6351,Nothing,Card Game,,,,Cooperative Game,Solo / Solitaire Game,Variable Player Powers,,
143175,Kashgar: Merchants of the Silk Road,2,4,45.0,2013,7.14639,6.38383,1621.0,12,"Deck, Bag, and Pool Building",2317,"Card Game, Economic",Gerhard Hecht,KOSMOS,2.2759,Nothing,Card Game,Economic,,,Deck,Bag,and Pool Building,,
143176,Steam Works,2,5,120.0,2015,7.03033,6.08046,878.0,12,"Card Drafting, Ownership, Tile Placement, Variable Player Powers, Worker Placement",2179,"Industry / Manufacturing, Science Fiction",Alex Churchill,Tasty Minstrel Games,3.2222,Nothing,Industry / Manufacturing,Science Fiction,,,Card Drafting,Ownership,Tile Placement,Variable Player Powers,Worker Placement
