game_id,names,min_players,max_players,avg_time,year,avg_rating,geek_rating,num_votes,age,owned,designer,publisher,weight,expands,Category_1,Category_2,Category_3,Category_4,Mechanic_1,Mechanic_2,Mechanic_3,Mechanic_4,Mechanic_5
40849,Pandemic: On the Brink,2,5,45.0,2009,8.07897,7.8191,15343.0,8,41225,"Matt Leacock, Thomas Lehmann","Z-Man Games, Inc.",2.6494,Pandemic,Environmental,Expansion for Base-game,Medical,Science Fiction,Action Points,Cooperative Game,Hand Management,Point to Point Movement,Secret Unit Deployment
40990,Word on the Street,2,10,20.0,2009,6.61804,6.16938,2196.0,12,3596,Jack Degnan,Out of the Box Publishing,1.4,Nothing,Party Game,Word Game,Word Game,Word Game,Team-Based Game,Team-Based Game,Team-Based Game,Team-Based Game,Team-Based Game
41002,Vasco da Gama,2,4,120.0,2009,7.25897,6.8075,4188.0,12,4741,Paolo Mori,What's Your Game?,3.2304,Nothing,Nautical,Renaissance,Renaissance,Renaissance,Action Queue,Push Your Luck,Tile Placement,Worker Placement,Worker Placement
41003,Keltis: Der Weg der Steine Mitbringspiel,2,4,15.0,2009,6.44588,5.91894,1111.0,7,1730,Reiner Knizia,Devir,1.2673,Nothing,Ancient,Exploration,Exploration,Exploration,Push Your Luck,Set Collection,Set Collection,Set Collection,Set Collection
41010,My First Carcassonne,2,4,20.0,2009,6.70796,6.28579,2971.0,4,5707,Marco Teubner,Hans im Glück,1.1323,Nothing,Children's Game,Medieval,Medieval,Medieval,Enclosure,Modular Board,Tile Placement,Tile Placement,Tile Placement
41052,Loco Motive,4,8,15.0,2009,6.50371,5.83971,732.0,8,1281,Walter Obert,Asmodee,1.0851,Nothing,Action / Dexterity,Party Game,Puzzle,Real-time,Acting,Team-Based Game,Team-Based Game,Team-Based Game,Team-Based Game
41064,Talisman (Revised 4th Edition): The Dungeon Expansion,2,6,90.0,2009,7.34149,6.45905,1800.0,13,5217,"John Goodenough, Robert Harris",Edge Entertainment,2.3623,Talisman (Revised 4th Edition),Adventure,Expansion for Base-game,Exploration,Fantasy,Dice Rolling,Role Playing,Roll / Spin and Move,Variable Player Powers,Variable Player Powers
41066,Virgin Queen,2,6,420.0,2012,8.04815,6.77811,1497.0,12,2945,Ed Beach,GMT Games,4.3938,Nothing,Negotiation,Pike and Shot,Political,Religious,Campaign / Battle Card Driven,Dice Rolling,Point to Point Movement,Team-Based Game,Variable Phase Order
41105,Dominion: Black Market Promo Card,2,4,30.0,2009,7.11244,6.61412,3448.0,10,9681,Donald X. Vaccarino,Albi,2.3174,Dominion,Card Game,Expansion for Base-game,Medieval,Medieval,Card Drafting,Deck,Bag,and Pool Building,Hand Management
41114,The Resistance,5,10,30.0,2009,7.30332,7.18,34143.0,13,52210,Don Eskridge,Indie Boards & Cards,1.6147,Nothing,Bluffing,Card Game,Deduction,Negotiation,Hidden Roles,Memory,Simultaneous Action Selection,Team-Based Game,Traitor Game
41186,Monopoly City,2,6,75.0,2009,5.62013,5.49085,909.0,8,2342,(Uncredited),Hasbro,2.1154,Nothing,City Building,Economic,Electronic,Negotiation,Auction/Bidding,Dice Rolling,Roll / Spin and Move,Set Collection,Trading
41302,First Orchard,1,4,10.0,2009,6.70663,5.93143,811.0,2,1876,Anneliese Farkaschovsky,HABA,1.0,Nothing,Children's Game,Educational,Farming,Farming,Cooperative Game,Dice Rolling,Dice Rolling,Dice Rolling,Dice Rolling
41372,Zombie in my Pocket,1,8,30.0,2010,5.82701,5.585,511.0,11,932,Jeremiah Lee,Cambridge Games Factory,1.3846,Nothing,Fighting,Horror,Zombies,Zombies,Cooperative Game,Player Elimination,Prisoner's Dilemma,Simultaneous Action Selection,Simultaneous Action Selection
41429,Band of Brothers: Screaming Eagles,2,2,90.0,2011,7.79229,6.12217,564.0,12,1505,Jim Krohn,Worthington Games,2.7286,Nothing,Wargame,World War II,World War II,World War II,Dice Rolling,Hexagon Grid,Modular Board,Modular Board,Modular Board
41541,Are You the Traitor?,4,10,30.0,2009,5.05897,5.3476,689.0,13,1394,Andrew Looney,Looney Labs,1.4762,Nothing,Bluffing,Deduction,Negotiation,Party Game,Role Playing,Team-Based Game,Variable Player Powers,Variable Player Powers,Variable Player Powers
41569,The Great Fire of London 1666,3,6,120.0,2010,6.5223,6.01063,1446.0,12,2241,Richard Denning,Medusa Games,2.5323,Nothing,Renaissance,Renaissance,Renaissance,Renaissance,Action Points,Area Movement,Simulation,Simulation,Simulation
41627,Zulus on the Ramparts!: The Battle of Rorke's Drift – Second Edition,1,1,25.0,2009,7.3681,6.16791,849.0,12,1818,Joseph Miranda,Victory Point Games,2.1341,Nothing,Post-Napoleonic,Wargame,Wargame,Wargame,Action Points,Campaign / Battle Card Driven,Chit-Pull System,Dice Rolling,Point to Point Movement
41636,Abandon Ship,3,7,30.0,2008,6.33431,5.84263,1000.0,10,1260,Reiner Knizia,Alderac Entertainment Group,1.2048,Nothing,Animals,Bluffing,Nautical,Nautical,Area Movement,Dice Rolling,Dice Rolling,Dice Rolling,Dice Rolling
41658,Adios Amigos,2,4,15.0,2009,6.18542,5.70609,654.0,8,909,Momo Besedic,Pegasus Spiele,1.1034,Nothing,Action / Dexterity,American West,Card Game,Real-time,Simultaneous Action Selection,Simultaneous Action Selection,Simultaneous Action Selection,Simultaneous Action Selection,Simultaneous Action Selection
41749,American Rails,3,5,90.0,2009,7.44591,6.28436,919.0,14,1360,Tim Harrison,Games on the Brain,2.8472,Nothing,Economic,Negotiation,Trains,Transportation,Auction/Bidding,Network and Route Building,Stock Holding,Worker Placement,Worker Placement
41762,Fastrack,2,2,10.0,2008,6.42958,5.74978,506.0,5,996,Jean-Marie Albert,Ferti,1.0,Nothing,Action / Dexterity,Children's Game,Children's Game,Children's Game,unknown,unknown,unknown,unknown,unknown
41833,Creationary,3,8,60.0,2009,5.91226,5.70458,1613.0,7,3675,"Cynthia Bodin, Bastiaan Brederode, Cephas Howard",LEGO,1.3286,Nothing,Party Game,Party Game,Party Game,Party Game,Storytelling,Storytelling,Storytelling,Storytelling,Storytelling
41835,Minotaurus,2,4,25.0,2009,5.62504,5.52775,778.0,6,1998,Cephas Howard,LEGO,1.1875,Nothing,Children's Game,Dice,Fantasy,Maze,Roll / Spin and Move,Roll / Spin and Move,Roll / Spin and Move,Roll / Spin and Move,Roll / Spin and Move
41863,Axis & Allies: 1942,2,5,240.0,2009,6.92996,6.24285,2150.0,12,4770,"Larry Harris, Jr.","Avalon Hill Games, Inc.",3.1902,Nothing,Economic,Wargame,World War II,World War II,Area Movement,Dice Rolling,Team-Based Game,Team-Based Game,Team-Based Game
41916,The Magic Labyrinth,2,4,30.0,2009,6.84531,6.4908,4406.0,6,7681,Dirk Baumann,Drei Magier Spiele,1.2389,Nothing,Children's Game,Fantasy,Maze,Memory,Dice Rolling,Grid Movement,Memory,Network and Route Building,Roll / Spin and Move
41933,Arctic Scavengers,2,5,60.0,2009,6.85243,6.38548,2818.0,12,3351,Robert K. Gabhart,Rio Grande Games,2.2647,Nothing,Bluffing,Card Game,Fighting,Fighting,Card Drafting,Deck,Bag,and Pool Building,Hand Management
42047,A Touch of Evil: Something Wicked Expansion,1,12,120.0,2009,7.70252,6.35543,992.0,12,2778,Jason C. Hill,Flying Frog Productions,2.9231,A Touch of Evil: The Supernatural Game,Adventure,Expansion for Base-game,Fighting,Horror,Area Movement,Cooperative Game,Dice Rolling,Roll / Spin and Move,Variable Player Powers
42052,Vinhos,2,4,135.0,2010,7.49654,6.99039,4298.0,12,4508,Vital Lacerda,What's Your Game?,4.2063,Nothing,Economic,Farming,Industry / Manufacturing,Industry / Manufacturing,Area Majority / Influence,Worker Placement,Worker Placement,Worker Placement,Worker Placement
42111,Fzzzt!,2,4,30.0,2009,6.23834,5.77532,847.0,8,1205,Tony Boydell,Eagle-Gryphon Games,1.6835,Nothing,Card Game,Science Fiction,Science Fiction,Science Fiction,Auction/Bidding,Card Drafting,Deck,Bag,and Pool Building
42116,Last Night on Earth: Survival of the Fittest,2,6,60.0,2010,7.63435,6.32389,985.0,12,3450,Jason C. Hill,Flying Frog Productions,2.3462,Last Night on Earth: The Zombie Game,Expansion for Base-game,Fighting,Horror,Miniatures,Dice Rolling,Hand Management,Modular Board,Roll / Spin and Move,Team-Based Game
42124,Dungeon Twister 2: Prison,1,2,60.0,2009,7.28817,6.29081,1159.0,10,2392,Christophe Boelinger,Asmodee,3.2473,Nothing,Adventure,Exploration,Fantasy,Fighting,Action Points,Grid Movement,Hand Management,Modular Board,Secret Unit Deployment
42215,Tobago,2,4,60.0,2009,7.12406,6.91209,10022.0,10,11372,Bruce Allen,Zoch Verlag,2.1235,Nothing,Adventure,Deduction,Exploration,Exploration,Grid Movement,Hand Management,Hexagon Grid,Modular Board,Push Your Luck
42244,Martinique,2,2,30.0,2009,6.25454,5.81398,1019.0,10,1733,Emanuele Ornella,Axel,1.8904,Nothing,Bluffing,Deduction,Pirates,Pirates,Enclosure,Grid Movement,Set Collection,Set Collection,Set Collection
42350,Heroscape Expansion Set: Road to the Forgotten Forest,2,4,60.0,2005,8.07485,6.17049,501.0,8,1727,"Stephen Baker, Rob Daviau, Craig Van Ness",Hasbro,2.3529,Heroscape Master Set: Rise of the Valkyrie,Adventure,Expansion for Base-game,Fantasy,Fighting,Dice Rolling,Modular Board,Modular Board,Modular Board,Modular Board
42432,Last Night on Earth: Hero Pack 1,2,6,86.96503370400583,2010,7.59389,6.17466,751.0,12,2597,Jason C. Hill,Flying Frog Productions,2.1111,Last Night on Earth: The Zombie Game,Expansion for Base-game,Fighting,Horror,Zombies,Dice Rolling,Hand Management,Modular Board,Roll / Spin and Move,Team-Based Game
42436,Munchkin Fairy Dust,3,6,90.0,2009,6.55447,5.76841,640.0,10,2343,Steve Jackson (I),Black Monk,2.0714,Munchkin,Card Game,Expansion for Base-game,Fighting,Humor,Dice Rolling,Trading,Variable Player Powers,Variable Player Powers,Variable Player Powers
42444,Batt'l Kha'os,2,2,30.0,2009,6.31068,5.7532,671.0,10,1210,"Eric Hanuise, Fréderic Moyersoen","Z-Man Games, Inc.",1.6458,Nothing,Fantasy,Fighting,Fighting,Fighting,Area Majority / Influence,Card Drafting,Hand Management,Tile Placement,Tile Placement
42448,We Didn't Playtest This Either,2,10,10.0,2009,5.9669,5.64274,754.0,12,2174,Chris Cieslik,Asmadi Games,1.2143,Nothing,Card Game,Humor,Party Game,Party Game,Hand Management,Rock-Paper-Scissors,Voting,Voting,Voting
42452,Rattus,2,4,45.0,2010,6.80506,6.52694,5489.0,10,5670,"Åse Berg, Henrik Berg",White Goblin Games,2.0599,Nothing,Animals,Medieval,Medieval,Medieval,Area Majority / Influence,Area Movement,Variable Player Powers,Variable Player Powers,Variable Player Powers
42487,Lost Cities: The Board Game,2,4,60.0,2008,6.80493,6.42096,3607.0,8,5289,Reiner Knizia,Rio Grande Games,1.7297,Nothing,Adventure,Exploration,Exploration,Exploration,Card Drafting,Hand Management,Set Collection,Set Collection,Set Collection
42490,Pony Express,3,5,45.0,2009,6.46757,5.81431,693.0,8,866,"Antoine Bauza, Bruno Faidutti",Funforge,1.5849,Nothing,Action / Dexterity,American West,Bluffing,Dice,Dice Rolling,Roll / Spin and Move,Roll / Spin and Move,Roll / Spin and Move,Roll / Spin and Move
42673,Field Commander: Napoleon,1,1,180.0,2011,7.70751,6.25902,795.0,12,2074,Dan Verssen,Dan Verssen Games (DVG),2.7849,Nothing,Napoleonic,Wargame,Wargame,Wargame,Area Movement,Dice Rolling,Simulation,Solo / Solitaire Game,Solo / Solitaire Game
42743,Opera,2,4,90.0,2009,6.63648,5.94359,982.0,12,1203,Hans van Tol,The Game Master BV,3.2368,Nothing,Age of Reason,Economic,Music,Renaissance,Auction/Bidding,Commodity Speculation,Set Collection,Time Track,Trading
42776,Gears of War: The Board Game,1,4,180.0,2011,7.4734,6.93538,4528.0,14,7100,Corey Konieczka,Fantasy Flight Games,2.8885,Nothing,Fighting,Miniatures,Science Fiction,Video Game Theme,Area Movement,Campaign / Battle Card Driven,Cooperative Game,Dice Rolling,Hand Management
42892,The Isle of Doctor Necreaux,1,5,40.0,2009,5.50146,5.49248,601.0,14,1014,Jonathan Leistiko,Alderac Entertainment Group,1.9184,Nothing,Adventure,Adventure,Adventure,Adventure,Cooperative Game,Dice Rolling,Simultaneous Action Selection,Simultaneous Action Selection,Simultaneous Action Selection
42898,Pocket Battles: Celts vs. Romans,2,2,30.0,2009,6.42854,5.90712,1213.0,8,2726,"Paolo Mori, Francesco Sirocchi",Pegasus Spiele,1.8473,Nothing,Ancient,Wargame,Wargame,Wargame,Area Movement,Dice Rolling,Dice Rolling,Dice Rolling,Dice Rolling
42902,A Touch of Evil: Hero Pack 1,2,8,120.0,2009,7.47114,5.99655,511.0,12,1791,Jason C. Hill,Flying Frog Productions,2.64,A Touch of Evil: The Supernatural Game,Adventure,Expansion for Base-game,Fighting,Horror,Area Movement,Cooperative Game,Dice Rolling,Roll / Spin and Move,Variable Player Powers
42910,Peloponnes,1,5,45.0,2009,7.13211,6.57875,2667.0,10,2794,Bernd Eisenstein,Irongames,2.3843,Nothing,Ancient,City Building,Civilization,Civilization,Auction/Bidding,Solo / Solitaire Game,Tile Placement,Variable Player Powers,Variable Player Powers
42939,Invasion from Outer Space: The Martian Game,2,6,120.0,2010,7.07085,6.05914,839.0,12,1942,Jason C. Hill,Flying Frog Productions,2.7833,Nothing,Fighting,Science Fiction,Science Fiction,Science Fiction,Dice Rolling,Modular Board,Roll / Spin and Move,Team-Based Game,Variable Player Powers
42964,Railways of England and Wales,2,5,120.0,2009,7.91814,6.3227,708.0,10,1527,Martin Wallace,Eagle-Gryphon Games,3.038,Railways of the World,Expansion for Base-game,Trains,Transportation,Transportation,Auction/Bidding,Card Drafting,Network and Route Building,Pick-up and Deliver,Tile Placement
43015,Hansa Teutonica,2,5,90.0,2009,7.64434,7.39593,10924.0,12,10507,Andreas Steding,Argentum Verlag,3.1246,Nothing,Medieval,Medieval,Medieval,Medieval,Action Points,Area Majority / Influence,End Game Bonuses,Network and Route Building,Ownership
43018,Agricola: Farmers of the Moor,1,5,200.0,2009,8.0905,7.52893,5464.0,12,13791,Uwe Rosenberg,Lookout Games,3.5415,Agricola,Economic,Expansion for Base-game,Farming,Farming,Worker Placement,Worker Placement,Worker Placement,Worker Placement,Worker Placement
43022,Yomi,2,2,30.0,2011,7.00089,6.46114,2829.0,10,2973,David Sirlin,Sirlin Games,2.359,Nothing,Bluffing,Card Game,Fantasy,Fighting,Hand Management,Rock-Paper-Scissors,Simultaneous Action Selection,Variable Player Powers,Variable Player Powers
43111,Chaos in the Old World,3,4,120.0,2009,7.67296,7.42698,13804.0,13,14363,Eric M. Lang,Fantasy Flight Games,3.187,Nothing,Fantasy,Fighting,Horror,Mythology,Action Points,Area Majority / Influence,Area Movement,Dice Rolling,Hand Management
43152,Assyria,2,4,90.0,2009,6.87089,6.20363,1526.0,12,2096,Emanuele Ornella,Ystari Games,3.0075,Nothing,Ancient,Civilization,Civilization,Civilization,Auction/Bidding,Card Drafting,Hand Management,Worker Placement,Worker Placement
43249,The BoardGameGeek Game,3,6,60.0,2009,6.03285,5.65954,593.0,8,1079,Richard Breese,R&D Games,2.1014,Nothing,Bluffing,Deduction,Economic,Industry / Manufacturing,Dice Rolling,Set Collection,Tile Placement,Tile Placement,Tile Placement
43262,Neuroshima Hex! Duel,2,2,30.0,2009,7.56515,6.23427,806.0,10,1807,Michał Oracz,IELLO,2.617,Nothing,Fighting,Science Fiction,Science Fiction,Science Fiction,Grid Movement,Hand Management,Hexagon Grid,Team-Based Game,Tile Placement
43264,Pocket Rockets,2,4,20.0,2009,6.32981,5.78003,742.0,10,1344,Antoine Bauza,Hazgaard Editions,1.4423,Nothing,Card Game,Space Exploration,Space Exploration,Space Exploration,Action Points,Action Points,Action Points,Action Points,Action Points
43303,Formula D: Circuits 2 – Hockenheim and Valencia,2,10,60.0,2009,7.55574,6.15148,676.0,8,2582,"Laurent Lavaur, Eric Randall",Asmodee,1.8611,Formula D,Expansion for Base-game,Racing,Sports,Sports,Roll / Spin and Move,Roll / Spin and Move,Roll / Spin and Move,Roll / Spin and Move,Roll / Spin and Move
43307,Baltimore & Ohio,3,6,120.0,2009,7.21371,6.0243,598.0,13,924,John Bohrer,Eagle-Gryphon Games,3.7538,Nothing,Economic,Trains,Transportation,Transportation,Network and Route Building,Stock Holding,Stock Holding,Stock Holding,Stock Holding
43320,Tomb: Cryptmaster,2,6,120.0,2009,6.53768,5.77247,564.0,12,1126,Brent Keith,Alderac Entertainment Group,2.8571,Nothing,Adventure,Exploration,Fantasy,Fighting,Dice Rolling,Memory,Modular Board,Secret Unit Deployment,Secret Unit Deployment
43443,Castle Panic,1,6,60.0,2009,6.665,6.50959,13558.0,10,22744,Justin De Witt,Fireside Games,1.6682,Nothing,Fantasy,Fighting,Medieval,Medieval,Campaign / Battle Card Driven,Cooperative Game,Dice Rolling,Hand Management,Semi-Cooperative Game
43528,World Without End,2,4,120.0,2009,7.26914,6.82058,4444.0,12,6691,"Michael Rieneck, Stefan Stadler",KOSMOS,2.8177,Nothing,Economic,Medieval,Novel-based,Religious,Hand Management,Hand Management,Hand Management,Hand Management,Hand Management
43530,Party Alias,4,24,30.0,2009,6.20736,5.63821,535.0,11,812,Mikko Koivusalo,Albi,1.2692,Nothing,Humor,Party Game,Racing,Trivia,Acting,Point to Point Movement,Role Playing,Storytelling,Team-Based Game
43539,Battlestar Galactica: The Board Game – Pegasus Expansion,3,7,180.0,2009,7.82351,7.28733,5431.0,13,12044,"Daniel Clark (I), Corey Konieczka, Tim Uren",Fantasy Flight Games,3.2895,Battlestar Galactica: The Board Game,Bluffing,Deduction,Expansion for Base-game,Movies / TV / Radio theme,Dice Rolling,Hand Management,Role Playing,Team-Based Game,Traitor Game
43570,Friday,1,1,25.0,2011,7.1682,6.99343,14822.0,13,25833,Friedemann Friese,2F-Spiele,2.1259,Nothing,Adventure,Card Game,Fighting,Novel-based,Deck,Bag,and Pool Building,Hand Management,Solo / Solitaire Game
43578,Monster Chase,1,6,10.0,2009,6.32355,5.77503,734.0,4,1545,Antoine Bauza,Le Scorpion Masqué,1.0278,Nothing,Children's Game,Fantasy,Memory,Memory,Cooperative Game,Memory,Memory,Memory,Memory
43868,The Adventurers: The Temple of Chac,2,6,45.0,2009,6.59693,6.31824,4540.0,10,5381,"Guillaume Blossier, Frédéric Henry",Alderac Entertainment Group,1.6567,Nothing,Adventure,Ancient,Exploration,Miniatures,Action Points,Bias,Dice Rolling,Grid Movement,Memory
44163,Power Grid: Factory Manager,2,5,60.0,2009,6.86441,6.5869,5697.0,12,6626,Friedemann Friese,2F-Spiele,2.9957,Nothing,Economic,Industry / Manufacturing,Industry / Manufacturing,Industry / Manufacturing,Auction/Bidding,Commodity Speculation,Commodity Speculation,Commodity Speculation,Commodity Speculation
45134,Arcana,2,4,60.0,2009,6.13203,5.8353,1804.0,13,3458,Damien Desnous,Alderac Entertainment Group,2.0559,Nothing,Bluffing,Card Game,Fantasy,Fantasy,Area Majority / Influence,Deck,Bag,and Pool Building,Hand Management
45315,Dungeon Lords,2,4,90.0,2009,7.40213,7.19264,12510.0,12,13867,Vlaada Chvátil,Czech Games Edition,3.5538,Nothing,Economic,Fantasy,Fighting,Humor,Action Queue,Hand Management,Simultaneous Action Selection,Tile Placement,Worker Placement
45358,Alhambra: Big Box,2,6,60.0,2009,7.52178,6.97808,4001.0,8,8248,"Jo Hartwig, Dirk Henn, Wolfgang Panning",Queen Games,2.345,Nothing,City Building,City Building,City Building,City Building,Card Drafting,Hand Management,Pattern Building,Set Collection,Tile Placement
45748,Carcassonne: Wheel of Fortune,2,5,30.0,2009,7.0394,6.13709,1057.0,8,2732,Klaus-Jürgen Wrede,999 Games,2.0469,Nothing,City Building,Medieval,Territory Building,Territory Building,Area Majority / Influence,Tile Placement,Tile Placement,Tile Placement,Tile Placement
45986,Stronghold,2,4,120.0,2009,7.18213,6.67333,3322.0,10,5049,Ignacy Trzewiczek,Portal Games,3.6844,Nothing,Fantasy,Fighting,Medieval,Medieval,Action Points,Area Majority / Influence,Point to Point Movement,Team-Based Game,Variable Player Powers
46007,A Brief History of the World,3,6,180.0,2009,6.924,6.05918,890.0,10,849,"Gary Dicken, Steve Kendall, Phil Kendall",Ragnar Brothers,2.8636,Nothing,Ancient,Civilization,Medieval,Renaissance,Area Majority / Influence,Card Drafting,Card Drafting,Card Drafting,Card Drafting
46213,Telestrations,4,8,30.0,2009,7.4108,7.17846,11482.0,12,16248,(Uncredited),Användbart Litet Företag,1.0873,Nothing,Humor,Party Game,Real-time,Real-time,Line Drawing,Paper-and-Pencil,Paper-and-Pencil,Paper-and-Pencil,Paper-and-Pencil
46255,Campaign Manager 2008,2,2,45.0,2009,6.65587,6.24013,2535.0,13,2955,"Christian Leonhard, Jason Matthews",Gen-X Games,2.2132,Nothing,Card Game,Educational,Political,Political,Area Majority / Influence,Card Drafting,Dice Rolling,Hand Management,Simulation
46396,Ubongo 3-D,2,4,30.0,2009,7.1461,6.3072,1387.0,10,1591,Grzegorz Rejchtman,KOSMOS,2.0125,Nothing,Puzzle,Real-time,Real-time,Real-time,Grid Coverage,Grid Coverage,Grid Coverage,Grid Coverage,Grid Coverage
46782,Rush n' Crush,3,6,60.0,2009,6.31385,5.78236,788.0,12,1768,"Guillaume Blossier, Charly Cazals, Frédéric Henry",Alderac Entertainment Group,2.2115,Nothing,Dice,Racing,Science Fiction,Science Fiction,Dice Rolling,Modular Board,Variable Player Powers,Variable Player Powers,Variable Player Powers
46807,Infinite City,2,6,45.0,2009,6.2028,5.86844,1727.0,10,1835,Brent Keith,Alderac Entertainment Group,1.891,Nothing,City Building,Science Fiction,Territory Building,Territory Building,Area Majority / Influence,Hand Management,Tile Placement,Tile Placement,Tile Placement
47046,Gambit 7,3,21,15.0,2008,6.69669,5.84299,567.0,7,636,Dominic Crapuchettes,Days of Wonder,1.0571,Nothing,Bluffing,Party Game,Trivia,Trivia,Betting and Bluffing,Betting and Bluffing,Betting and Bluffing,Betting and Bluffing,Betting and Bluffing
47055,High Frontier,2,5,180.0,2010,7.41429,6.46558,1482.0,12,2448,Phil Eklund,Sierra Madre Games,4.3258,Nothing,Economic,Industry / Manufacturing,Science Fiction,Space Exploration,Auction/Bidding,Dice Rolling,Hand Management,Pick-up and Deliver,Point to Point Movement
47082,"Win, Lose, or Banana",3,3,1.0,2009,5.41987,5.4489,798.0,4,1096,Chris Cieslik,Asmadi Games,1.0781,Nothing,Card Game,Humor,Humor,Humor,Roles with Asymmetric Information,Roles with Asymmetric Information,Roles with Asymmetric Information,Roles with Asymmetric Information,Roles with Asymmetric Information
47185,Warhammer: Invasion,2,2,45.0,2009,7.23083,6.81128,5569.0,13,7393,Eric M. Lang,Fantasy Flight Games,2.7311,Nothing,Card Game,Collectible Components,Fantasy,Fighting,Hand Management,Variable Player Powers,Variable Player Powers,Variable Player Powers,Variable Player Powers
47389,Roll Through the Ages: The Late Bronze Age,1,4,45.0,2009,7.34357,6.29967,1053.0,8,1596,Matt Leacock,(Web published),1.8105,Roll Through the Ages: The Bronze Age,Ancient,City Building,Civilization,Dice,Dice Rolling,Paper-and-Pencil,Push Your Luck,Trading,Trading
47616,Ghost Stories: White Moon,1,4,90.0,2009,7.89566,6.82146,1806.0,12,6682,Antoine Bauza,Repos Production,2.9762,Ghost Stories,Expansion for Base-game,Fantasy,Fighting,Horror,Area Movement,Cooperative Game,Dice Rolling,Modular Board,Variable Player Powers
48726,Alien Frontiers,2,4,90.0,2010,7.42952,7.23483,13659.0,13,14136,Tory Niemann,Clever Mojo Games,2.5758,Nothing,Dice,Science Fiction,Science Fiction,Science Fiction,Area Majority / Influence,Card Drafting,Dice Rolling,Worker Placement with Dice Workers,Worker Placement with Dice Workers
48979,Wazabi,2,6,20.0,2008,5.9301,5.65657,1058.0,8,1835,Guilhem Debricon,Gigamic,1.0862,Nothing,Card Game,Dice,Party Game,Party Game,Dice Rolling,Hand Management,Hand Management,Hand Management,Hand Management
50381,Cards Against Humanity,4,30,30.0,2009,5.96639,5.79394,21546.0,17,36461,"Josh Dillon, Daniel Dranove, Eli Halpern, Ben Hantoot, David Munk, David Pinsof, Max Temkin, Eliot Weinstein",(Self-Published),1.2098,Nothing,Card Game,Humor,Mature / Adult,Party Game,Hand Management,Player Judge,Simultaneous Action Selection,Simultaneous Action Selection,Simultaneous Action Selection
50750,Belfort,2,5,120.0,2011,7.25657,6.89788,5745.0,12,6571,"Jay Cormier, Sen-Foong Lim",Tasty Minstrel Games,3.0536,Nothing,City Building,Economic,Fantasy,Fantasy,Area Majority / Influence,Card Drafting,Hand Management,Ownership,Worker Placement
50768,Ninjato,2,4,60.0,2011,7.21684,6.59544,2548.0,12,2744,"Dan Schnake, Adam West",CrossCut Games,2.7622,Nothing,Fighting,Medieval,Political,Political,Area Majority / Influence,Hand Management,Push Your Luck,Set Collection,Worker Placement
51811,Dominion: Seaside,2,4,30.0,2009,8.05007,7.77884,13883.0,13,28303,Donald X. Vaccarino,Rio Grande Games,2.4976,Dominion,Card Game,Expansion for Base-game,Medieval,Nautical,Card Drafting,Deck,Bag,and Pool Building,Hand Management
52461,Legacy: The Testament of Duke de Crecy,1,4,60.0,2013,7.17881,6.72039,3824.0,8,4950,Michiel Justin Elliott Hendriks,Portal Games,2.7078,Nothing,Age of Reason,Card Game,Economic,Economic,Card Drafting,End Game Bonuses,Hand Management,Set Collection,Turn Order: Progressive
53093,Heroes of Normandie,2,2,60.0,2014,7.49356,6.53745,1816.0,14,4293,Yann and Clem,Devil Pig Games,2.7537,Nothing,Wargame,World War II,World War II,World War II,Action Queue,Dice Rolling,Grid Movement,Hand Management,Modular Board
53168,Triumvirate,2,2,15.0,2009,6.73477,5.93513,745.0,12,1007,Travis Worthington,Indie Boards & Cards,1.9538,Nothing,Ancient,Bluffing,Card Game,Deduction,Card Drafting,Trick-taking,Trick-taking,Trick-taking,Trick-taking
53383,Ticket to Ride: Europa 1912,2,5,60.0,2009,7.6499,7.07885,4356.0,8,13695,Alan R. Moon,Days of Wonder,1.942,Ticket to Ride,Expansion for Base-game,Trains,Trains,Trains,Card Drafting,Hand Management,Network and Route Building,Set Collection,Set Collection
53953,Thunderstone,1,5,60.0,2009,6.95027,6.73841,9890.0,12,10405,Mike Elliott,Alderac Entertainment Group,2.5024,Nothing,Card Game,Fantasy,Fighting,Fighting,Card Drafting,Deck,Bag,and Pool Building,Hand Management
54043,Jaipur,2,2,30.0,2009,7.51187,7.39754,32662.0,12,46630,Sébastien Pauchon,GameWorks SàRL,1.5012,Nothing,Animals,Card Game,Card Game,Card Game,Card Drafting,Hand Management,Score-and-Reset Game,Set Collection,Set Collection
54137,Battle Sheep,2,4,15.0,2010,6.6906,6.31274,3329.0,7,4385,Francesco Rotta,Arclight,1.4882,Nothing,Abstract Strategy,Animals,Animals,Animals,Enclosure,Grid Movement,Modular Board,Modular Board,Modular Board
54138,Imperial 2030,2,6,180.0,2009,7.69238,7.22709,5453.0,12,5984,Mac Gerdts,PD-Verlag,3.5,Nothing,Economic,Nautical,Political,Political,Area Majority / Influence,Area Movement,Investment,Ownership,Rondel
54307,Chronicle,3,6,30.0,2009,6.82238,6.20695,1689.0,12,2785,Seiji Kanai,Kanai Factory,1.9894,Nothing,Card Game,Fantasy,Fantasy,Fantasy,Set Collection,Trick-taking,Trick-taking,Trick-taking,Trick-taking
